TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.Option,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,68,0.3,2,109,323,92065,1774113761365,0.9578947368421052,1111111111111111111111111111111111111111111111100111111111111111111111111111111111111111110000011111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111,0.950354609929078,111011111111111111111111111111111111111111111111111111111111111110110111111111111111111111111111111111111111111111111110100111101111111111111,1.0,1111111111111,4,3,4,3,0.8535031847133758,11111111111111111111111111111111111111111111111111111111101111111011111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111011111111101111111111111111011101111111100000000000000000000000000000000000011111111111111110010111111111111111111111111111111111111111111111111111111,0.7666666666666667,110010101011111110101011110101111110110111011100111111101111011011111111111111111111110010,1.0,1111111111111111111111111111111111111111111111111111111111111111111111,0.9857142857142858,1111011111111111111111111111111111111111111111111111111111111111111111,0.9219858156028369,111111111111111111111111011111111111111111111111111111111000011011111111011111111111111111111111111111111111111111111110100111101111111111111
