TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.HelpFormatter,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,91,0.3,2,99,1587,154984,1774113600383,0.8582375478927203,111111111111111111111111111110000000000001111111111111111111001111111000011111000011001110111111111111111111111111111111111110111110111111111111111111111111111111111111111111111101111111111111000011011111110010011111111111111111111111111111111111111111111111111,0.7458563535911602,1111111111111111111111111111111111111111111111001111110000110010000000000111111111111100010101111100000111011101111111101111011011000111111011011101111111111110111100000101111111111,1.0,11111111111111111111111111111111111111,8,1,30,5,0.870722433460076,1111111111111111110001011111100000000011111111111111111111111111111111111111111111111011111111111111111111111111111101111001111111111111111111111111111111101000011111111111111111110111111100111111111111111111111110000000000000000000111111111111111111111111111111111111111111111111011111111010111111110101111111111111111111111111001000111111111111111111111111111111111111111111111110111111111111111011111111111111111111111111111111111111111111111100000010000011111111111111111111111111111111111111111111110111111111111111111111,0.6,1111101101111101100101100100100100101001001101110110111,0.98,11111111111111111111111111111111111111111111111110,0.98,11111111111111111111111111111111111111111111111110,0.7403314917127072,1111111111111111111111111111111111111111111111001111000110101100000000000111111111111010010011111100000101111101111111111010111010001111111010111011111111011110111010000101111111111
